,SMILES,CID,Solubility1,Solubility2,Molecular_Weight,sol_new1,Unit,pubchem_sol_gl,smiles_canon,Lit_Sol_LogS,Lit_gram_liter,Error_gl
579,CN1CCC(CC1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,2947724.0,43.1 [ug/mL] (The mean of the results at pH 7.4),"('43.1', 'ug/mL', '')",345.87000000000006,43.1,ug/mL,0.0431,CN1CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1.Cl,-4.091751096,0.028000242840244226,-0.015099757159755773
580,C1C(=O)C=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,3000824.0,H2O 18 (mg/mL),"('18', 'mg/mL', '')",243.215,18.0,mg/mL,18.0,O=C1C=CN(C2OC(CO)C(O)C2O)C(=O)C1,-0.77,41.30383299334831,23.30383299334831
581,C(=O)(C(F)(F)F)C(F)(F)F.C(=O)(C(F)(F)F)C(F)(F)F.O.O.O,3032602.0,"greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)","('100', 'mg/mL', '')",386.0850000000001,100.0,mg/mL,100.0,O.O.O.O=C(C(F)(F)F)C(F)(F)F.O=C(C(F)(F)F)C(F)(F)F,-2.02558717,3.63995285730397,-96.36004714269603
582,CCN(CC)C(=O)/C(=C(\C)/OP(=O)(OC)OC)/Cl,3032604.0,"greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)","('100', 'mg/mL', '')",299.6909999999999,100.0,mg/mL,100.0,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0.5233,999.9394458567999,899.9394458567999
583,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,3033637.0,10-33mg/mL,"('10', 'mg/mL', '')",331.4670000000001,10.0,mg/mL,10.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,-0.566034704,90.03380272165352,80.03380272165352
584,C[C@H]([C@H](C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl,3040551.0,>48.6 [ug/mL] (The mean of the results at pH 7.4),"('48.6', 'ug/mL', '')",323.82,48.6,ug/mL,0.0486,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1.Cl,-1.464976653,11.100103172295583,11.051503172295583
585,CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(C=C5C)O)O)C)OC1=O)O)O)C)O,3321199.0,1800 mg/L @ 25 °C (exp),"('1800', 'mg/L', '')",496.55300000000017,1800.0,mg/L,1.8,CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,-2.4406961705,1.7999872945570823,-1.2705442917759768e-05
586,CCOC(=O)/C=C\C(=O)OCC,5271566.0,1.40E+04 mg/L @ 30 °C (exp),"('1.40', 'mg/L', '')",172.17999999999995,1.4,mg/L,0.0014,CCOC(=O)C=CC(=O)OCC,-1.089877334,13.999269347223656,13.997869347223656
587,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C,5280352.0,0.009 mg/mL at 25 °C,"('0.009', 'mg/mL', '')",584.6730000000002,0.009,mg/mL,0.009,C=CC1=C(C)C(=Cc2[nH]c(Cc3[nH]c(C=C4NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,-4.812682078666668,0.008999760662374729,-2.3933762527059144e-07
588,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,5281068.0,"10 to 50 mg/mL at 70 °F (NTP, 1992)","('10', 'mg/mL', '')",390.8670000000001,10.0,mg/mL,10.0,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)C=CC(=O)O,-0.387905701,160.00122381644678,150.00122381644678
590,CC1=CCCC(C1/C=C/C(=O)C)(C)C,5282108.0,"In water, 106 mg/L at 25 °C","('106', 'mg/L', '')",192.302,106.0,mg/L,0.106,CC(=O)C=CC1C(C)=CCCC1(C)C,-3.2586867095,0.10599785858781784,-2.1414121821605736e-06
591,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,5282139.0,"Soluble (>=10 mg/ml at 75 °F) (NTP, 1992)","('10', 'ml', '')",356.42200000000014,10.0,ml,10.0,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)C=CC(=O)O,-0.561181811,97.9000000080406,87.9000000080406
592,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O,5282381.0,1.6mg/mL,"('1.6', 'mg/mL', '')",382.54100000000017,1.6,mg/mL,1.6,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,-6.313866074,0.00018570000473851816,-1.5998142999952616
593,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,5284441.0,45.8 [ug/mL] (The mean of the results at pH 7.4),"('45.8', 'ug/mL', '')",340.2939999999999,45.8,ug/mL,0.0458,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,-4.350003034,0.015200268440639495,-0.030599731559360507
594,CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,5284443.0,"greater than or equal to 100 mg/mL at 70 °F (NTP, 1992)","('100', 'mg/mL', '')",203.669,100.0,mg/mL,100.0,CNCC(O)c1cccc(O)c1.Cl,0.691081466,1000.0147298487544,900.0147298487544
595,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,5284603.0,166mg/mL,"('166', 'mg/mL', '')",315.369,166.0,mg/mL,166.0,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,-1.879621271,4.161000136189723,-161.83899986381027
596,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl.Cl,5309446.0,49.5 [ug/mL] (The mean of the results at pH 7.4),"('49.5', 'ug/mL', '')",362.304,49.5,ug/mL,0.0495,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,-4.371545216,0.015400255030203642,-0.03409974496979636
597,C(/C=C/CC(=O)O)C(=O)O,5351896.0,17 mg/mL,"('17', 'mg/mL', '')",144.12599999999998,17.0,mg/mL,17.0,O=C(O)CC=CCC(=O)O,-1.3879,5.89986852296541,-11.10013147703459
598,C(=C/C(=O)O)\C=C\C(=O)O,5356793.0,0.2 mg/mL at 15 °C,"('0.2', 'mg/mL', '')",142.11,0.2,mg/mL,0.2,O=C(O)C=CC=CC(=O)O,-2.8506666666666667,0.20042780614906452,0.00042780614906451353
599,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.OP(=O)(O)O,5359227.0,"greater than or equal to 100 mg/mL at 61 °F (NTP, 1992)","('100', 'mg/mL', '')",397.364,100.0,mg/mL,100.0,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341.O=P(O)(O)O,-0.107826836,309.99999209791946,209.99999209791946
600,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.OS(=O)(=O)O,5359318.0,"greater than or equal to 100 mg/mL at 68 Â°F (NTP, 1992)","('100', 'mg/mL', '')",428.5510000000001,100.0,mg/mL,100.0,CNC(C)C(O)c1ccccc1.CNC(C)C(O)c1ccccc1.O=S(=O)(O)O,-0.777689387,71.50116628936502,-28.498833710634983
601,CC/C=C/C#N,5364360.0,"5 to 10 mg/mL at 66 °F (NTP, 1992)","('10', 'mg/mL', '')",81.11800000000001,10.0,mg/mL,10.0,CCC=CC#N,-0.859909919,11.199723874106226,1.1997238741062262
602,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,5366074.0,1 ml in 10 ml 95% alcohol (in ethanol),"('10', 'ml', '')",190.28599999999997,10.0,ml,10.0,CC=CC(=O)C1=C(C)C=CCC1(C)C,-3.005245792,0.1880013833570856,-9.811998616642914
603,C/C=C/C(=O)C1C(=CCCC1(C)C)C,5366077.0,1 ml in 10 ml 95% alcohol (in ethanol),"('10', 'ml', '')",192.302,10.0,ml,10.0,CC=CC(=O)C1C(C)=CCCC1(C)C,-3.137852152,0.1400011648209476,-9.859998835179052
604,CC1CC=C(C(C1(C)C)/C=C/C(=O)C)C,5371002.0,110 mg/L @ 20 °C (exp),"('110', 'mg/L', '')",206.329,110.0,mg/L,0.11,CC(=O)C=CC1C(C)=CCC(C)C1(C)C,-3.802673124,0.032500283497936565,-0.07749971650206344
605,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,5388983.0,"greater than or equal to 10 mg/mL at 76.1 °F (NTP, 1992)","('10', 'mg/mL', '')",909.0680000000004,10.0,mg/mL,10.0,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O,-7.309258153,4.4600344931291415e-05,-9.999955399655068
607,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,5388992.0,"greater than or equal to 10 mg/mL at 75 °F (NTP, 1992)","('10', 'mg/mL', '')",923.0510000000004,10.0,mg/mL,10.0,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O,-6.55091772,0.0002596019660134668,-9.999740398033987
611,C(=O)(N)/N=N/C(=O)N,5462814.0,"less than 0.1 mg/mL at 70 °F (NTP, 1992)","('0.1', 'mg/mL', '')",116.08,0.1,mg/mL,0.1,NC(=O)N=NC(N)=O,-3.520689355,0.03500000000639919,-0.06499999999360082
612,CC1=CC=CC=C1OCC2=CC=CC=C2/C(=N/OC)/C(=O)OC,5483874.0,"All in g/100 ml: n-heptane, 0.17; toluene, 11.1; dichloromethane, 93.9; methanol, 1.49; acetone, 21.7; ethyl acetate, 12.3.","('00', 'ml', '')",313.35300000000007,0.0,ml,0.0,CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,-5.1933378543333335,0.002007686980145485,0.002007686980145485
614,C/C(=N/OCC1=CC=CC=C1/C(=N\OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F,5493321.0,"In water, 0.610 mg/L at 25 °C","('0.610', 'mg/L', '')",408.376,0.61,mg/L,0.0006,CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,-5.825730695,0.0006099995518575851,9.999551857585139e-06
617,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O.Cl,5702098.0,>50.4 [ug/mL] (The mean of the results at pH 7.4),"('50.4', 'ug/mL', '')",335.87499999999994,50.4,ug/mL,0.0504,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,-1.4292638,12.500111285387582,12.449711285387583
618,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3.Cl,5702129.0,>47.2 [ug/mL] (The mean of the results at pH 7.4),"('47.2', 'ug/mL', '')",314.86,47.2,ug/mL,0.0472,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1.Cl,-1.501601667,9.920094838039022,9.872894838039022
619,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.Cl,5702144.0,>47.7 [ug/mL] (The mean of the results at pH 7.4),"('47.7', 'ug/mL', '')",317.82,47.7,ug/mL,0.0477,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1.Cl,-1.201147115,20.00018939567066,19.95248939567066
620,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O.Br,5702161.0,>57.6 [ug/mL] (The mean of the results at pH 7.4),"('57.6', 'ug/mL', '')",384.27,57.6,ug/mL,0.0576,Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,-0.967636128,41.40000107245076,41.34240107245076
621,C/C=C(/C)\C=O,6028462.0,25 mg/mL,"('25', 'mg/mL', '')",84.11799999999998,25.0,mg/mL,25.0,CC=C(C)C=O,-0.5269796275,24.99823295074906,-0.001767049250940289
622,CC(=NO)C(=O)C,6398969.0,"10 to 50 mg/mL at 64 °F (NTP, 1992)","('10', 'mg/mL', '')",101.105,10.0,mg/mL,10.0,CC(=O)C(C)=NO,-1.774834948,1.6979999984868699,-8.30200000151313
625,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O.Cl,6419944.0,>66.5 [ug/mL] (The mean of the results at pH 7.4),"('66.5', 'ug/mL', '')",443.00600000000014,66.5,ug/mL,0.0665,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl,-2.679320071,0.9270209249839049,0.8605209249839049
626,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H]([C@@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H]([C@@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,6419957.0,"greater than or equal to 0.1 mg/mL at 64 °F (NTP, 1992)","('0.1', 'mg/mL', '')",1457.3970000000008,0.1,mg/mL,0.1,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O.CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,-0.163571613,1000.0144101646894,999.9144101646893
628,CC1=C(SC=C1)/C=C/C2=NCCCN2C.C(C(C(=O)O)O)(C(=O)O)O,6419965.0,>55.6 [ug/mL] (The mean of the results at pH 7.4),"('55.6', 'ug/mL', '')",370.427,55.6,ug/mL,0.0556,Cc1ccsc1C=CC1=NCCCN1C.O=C(O)C(O)C(O)C(=O)O,-4.183088166,0.02430045852608215,-0.03129954147391785
629,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C.Cl,6420039.0,>47.4 [ug/mL] (The mean of the results at pH 7.4),"('47.4', 'ug/mL', '')",315.84099999999995,47.4,ug/mL,0.0474,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C.Cl,-2.990261872,0.3230030580311869,0.2756030580311869
630,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,6422843.0,"In water, 1.9 mg/L at 20 °C","('1.9', 'mg/L', '')",387.823,1.9,mg/L,0.0019,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,-5.309887799,0.0018999657078428297,-3.429215717030282e-08
631,C1N2CN3CN1C[N+](C2)(C3)C/C=C/Cl.[Cl-],6433396.0,"greater than 100 mg/mL at 72 °F (NTP, 1992)","('100', 'mg/mL', '')",251.161,100.0,mg/mL,100.0,ClC=CC[N+]12CN3CN(CN(C3)C1)C2.[Cl-],0.0829,303.9850346206447,203.98503462064468
632,CC1(CC/C(=C/C2=CC=C(C=C2)Cl)/C1(CN3C=NC=N3)O)C,6436449.0,"In water, 9.3 mg/L at 20 °C, independent of pH","('9.3', 'mg/L', '')",317.82,9.3,mg/L,0.0093,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,-4.6571,0.006999728952148985,-0.0023002710478510144
634,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O,6602503.0,1000.0 mg/mL,"('1000.0', 'mg/mL', '')",342.297,1000.0,mg/mL,1000.0,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,0.4656,1000.0071215970896,0.0071215970896219005
635,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.Br,6603108.0,>57.6 [ug/mL] (The mean of the results at pH 7.4),"('57.6', 'ug/mL', '')",384.2699999999999,57.6,ug/mL,0.0576,Br.CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.23883776,666.0000171767094,665.9424171767095
639,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,6603149.0,>45 [ug/mL] (The mean of the results at pH 7.4),"('45', 'ug/mL', '')",299.845,45.0,ug/mL,0.045,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,-5.459859141,0.0010400103713334666,-0.04395998962866653
640,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-],6852391.0,>66.1 [ug/mL] (The mean of the results at pH 7.4),"('66.1', 'ug/mL', '')",440.378,66.1,ug/mL,0.0661,CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.[Br-],-0.714508878,84.98000195731436,84.91390195731435
641,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.Cl,6852406.0,>51 [ug/mL] (The mean of the results at pH 7.4),"('51', 'ug/mL', '')",339.8189999999999,51.0,ug/mL,0.051,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.Cl,-1.290694588,17.40015309912397,17.34915309912397
642,CC(C)NC[C@H](C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O,6852409.0,49.3 [ug/mL] (The mean of the results at pH 7.4),"('49.3', 'ug/mL', '')",361.3470000000001,49.3,ug/mL,0.0493,CC(C)NCC(O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,0.430634527,974.000052840135,973.950752840135
643,C[C@@H](CCC(=O)O)CC(=O)O,6999745.0,248 mg/mL at 26 °C,"('248', 'mg/mL', '')",160.16899999999998,248.0,mg/mL,248.0,CC(CCC(=O)O)CC(=O)O,0.14,221.09476727717941,-26.905232722820585
644,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C(C(Br)(Br)Br)Br)C,9809914.0,"In water, 0.8 mg/L","('0.8', 'mg/L', '')",665.014,0.8,mg/L,0.0008,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,-6.9197,8.000751622228886e-05,-0.0007199924837777112
645,C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/C[C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)\C)O[C@@H]1C,9828343.0,"Milbemycin A3: In methanol 64.8, ethanol 41.9, acetone 66.1, n-hexane 1.4, benzene 143.1, ethyl acetate 69.5 (all in g/L, 20  °C). Milbemycin A4: In methanol 458.8, ethanol 234.0, acetone 365.3, n-hexane 6.5, benzene 524.2, ethyl acetate 320.4 (all in g/L, 20 °C).","('64.8', ' M', '')",528.6860000000003,64.8, M,34258.8528,CC1=CCC2CC(CC3(CCC(C)C(C)O3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O,-5.7787,0.0008800306742130043,-34258.851919969326
646,C1=CN=CC(=C1C(F)(F)F)C(=O)NCC#N,9834513.0,"In water, 5.2X10+3 mg/L at 20 °C","('5.2', 'mg/L', '')",229.161,5.2,mg/L,0.0052,N#CCNC(=O)c1cnccc1C(F)(F)F,-1.644137555,5.199997726207449,5.194797726207448
647,CN(C)C(=O)C1=CC=CC=C1NS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,11091168.0,"In n-heptane 0.23, xylene 129.8 (both in mg/L, 20 °C). In acetone 19.5, ethyl acetate 3.3, 1,2-dichloromethane 56.0, methanol 8.3 ( all in g/L, 20 °C)","('0.23', 'mg/L', '')",424.4390000000002,0.23,mg/L,0.0002,COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)N(C)C)n1,-2.82912473,0.6290578012894443,0.6288578012894444
648,C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl,11159021.0,"In water, 2.80 mg/L at 20 °C","('2.80', 'mg/L', '')",383.584,2.8,mg/L,0.0028,O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,-5.136720567,0.0027998832126871803,-1.1678731281963145e-07
649,CS(=O)(=O)C1=C(C(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl)COCC(F)(F)F,11556911.0,"In DMSO and methylene chloride >600, acetone 300-600, ethyl acetate 180.2, toluene 75.7, hexane 47.6, ethanol 8.2 (all in mg/L, 20 °C)","('600', 'mg/L', '')",440.8230000000002,600.0,mg/L,0.6,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,-1.19245515,28.301476654210543,27.70147665421054
650,CC(CC1=CC=C(C=C1)O)(C(=O)OC)N.Cl,11957616.0,>36.9 [ug/mL] (The mean of the results at pH 7.4),"('36.9', 'ug/mL', '')",245.706,36.9,ug/mL,0.0369,COC(=O)C(C)(N)Cc1ccc(O)cc1.Cl,0.609589541,1000.0122102974801,999.9753102974802
651,C1[C@@H]([C@@H]2[C@@H]3[C@H]1[C@H]4[C@@]5([C@@]2(C([C@]3([C@]45Cl)Cl)(Cl)Cl)Cl)Cl)C=O,12147604.0,In water 2.4X10-2 mg/L at 25 °C,"('2.4', 'mg/L', '')",380.913,2.4,mg/L,0.0024,O=CC1CC2C3C1C1(Cl)C(Cl)(Cl)C3(Cl)C3(Cl)C2C13Cl,-7.2006,2.400080424383624e-05,-0.0023759991957561636
652,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,12310288.0,0.00135 mg/mL,"('0.00135', 'mg/mL', '')",449.6320000000002,0.00135,mg/mL,0.00135,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-5.33865779275,0.0020615763306329133,0.0007115763306329132
653,CC1=CSC(=C1N([C@@H](C)COC)C(=O)CCl)C,13633097.0,"In water, 1449 mg/L at 25 °C","('1449', 'mg/L', '')",275.801,1449.0,mg/L,1.449,COCC(C)N(C(=O)CCl)c1c(C)csc1C,-2.320307382,1.3191326037249813,-0.12986739627501875
654,C[C@@]12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.C1=CC=C(C(=C1)C(=O)O)O,16212981.0,>62 [ug/mL] (The mean of the results at pH 7.4),"('62', 'ug/mL', '')",413.47400000000016,62.0,ug/mL,0.062,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C.O=C(O)c1ccccc1O,-1.476569119,13.80000000368617,13.738000003686171
655,C[C@H](C(=O)OCCON=C(C)C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,16213016.0,"Solubility in water, g/100ml at 20 °C: 0.06 (very poor)","('00', 'ml', '')",443.88700000000017,0.0,ml,0.0,CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,-5.84895,0.0006285248110315235,0.0006285248110315235
656,CC12CCC3C(C1CC[C@]2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,16219285.0,<0.7 [ug/mL] (The mean of the results at pH 7.4),"('0.7', 'ug/mL', '')",337.4630000000001,0.7,ug/mL,0.0007,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,-5.5096243000000005,0.001043762916793707,0.0003437629167937071
657,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.O.Cl,16219577.0,40.1 [ug/mL] (The mean of the results at pH 7.4),"('40.1', 'ug/mL', '')",288.819,40.1,ug/mL,0.0401,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O,-2.293303929,1.470015218867656,1.429915218867656
658,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],16684434.0,"greater than or equal to 100 mg/mL at 66 °F (NTP, 1992)","('100', 'mg/mL', '')",404.81600000000014,100.0,mg/mL,100.0,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+],0.091717699,500.0061755095163,400.0061755095163
659,CN(C)CCO[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,23723101.0,>61 [ug/mL] (The mean of the results at pH 7.4),"('61', 'ug/mL', '')",406.8660000000001,61.0,ug/mL,0.061,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)C=CC(=O)O,-1.346997118,18.30013448431011,18.23913448431011
660,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],23667630.0,>65.5 [ug/mL] (The mean of the results at pH 7.4),"('65.5', 'ug/mL', '')",436.4650000000002,65.5,ug/mL,0.0655,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],-2.775253434,0.7323117280943878,0.6668117280943878
661,CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)[O-].[Na+],23668198.0,"10 to 50 mg/mL at 72.5 °F (NTP, 1992)","('10', 'mg/mL', '')",251.243,10.0,mg/mL,10.0,CN(C)c1ccc(N=NS(=O)(=O)[O-])cc1.[Na+],-1.0991,19.998341049304845,9.998341049304845
662,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],23668834.0,"50 to 100 mg/mL at 77 °F (NTP, 1992)","('50', 'mg/mL', '')",356.3790000000001,50.0,mg/mL,50.0,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],-0.535288039,103.90203792883413,53.90203792883413
663,C(CC(=O)O)[C@@H](C(=O)[O-])N.[Na+],23672308.0,"greater than or equal to 100 mg/mL at 68 °F (NTP, 1992)","('100', 'mg/mL', '')",169.112,100.0,mg/mL,100.0,NC(CCC(=O)O)C(=O)[O-].[Na+],0.3573,385.01214184111984,285.01214184111984
